abs fee rates diff,TX - higher fee rate (>=+0.5),fee rate,txn,block height,block hash,master node,TX - lower fee rate (<=-0.5),fee rate,txn
32755.01601148,1df5c94ef3d29388d6044a6990bb814acbdd403190a13250f6b5a00423f23a8f,73233.92226149,2,2382182,d4935ef5caece0dc99eec2920e8f512ceca977d613b958dcdf3d6b3d8479c1c4,dbcc4ef3ec6cb4fe8209a7ac46f489622c5113e72fe66e558ea19b6ac6a90d2c,5f2db9096ae88719e4c335c932ea68e759a98c948295571a54c92da9d10f64e6,40478.90625001,1
0.98638756,06691080d4f2e2e8ce5ea02c0cba9803fc67e6eb1dee4b2977ce9be733644929,7.38709678,3,2380943,6cdcd7f6502b389c36405988967471b41952e056e8597bca063660a16a491702,e2369fb4bc70fc29f7c01792e2aa10bc9870f6b9a1367c00e0ce612680dd9bad,5aa107b765ba1c392e273080563fee5e90be02162d5d1f30d9295f2afdd59b8d,6.40070922,1
6.65555315,06691080d4f2e2e8ce5ea02c0cba9803fc67e6eb1dee4b2977ce9be733644929,7.38709678,3,2380943,6cdcd7f6502b389c36405988967471b41952e056e8597bca063660a16a491702,e2369fb4bc70fc29f7c01792e2aa10bc9870f6b9a1367c00e0ce612680dd9bad,a7b4ef8e95a75f17a291eaec6a1d27fd70eb8216dd74894afac7a0b0113c7f6a,0.73154363,2
836625.68186838,02807a96c81ab2d478e4f9d4e9f7838cae1c56342bac155f14d13b6256edd5ed,1870534.27561838,2,2380308,82fda903dd186be2346a09f1a424d8dcdea10f16bee440f936a42293b870edfd,9670109dfb449d3cec25ae16ee17c7cb1736d199feee3242e97f437a0364c234,13804c1f324c9a53432342da79c21f9feb3221210c899382815f0dc644955a29,1033908.59375000,1
13.70742858,3ee8486266c3078599e456fab4a17aede4ca2cbcf6357c70b97735d7bb5163ee,1429.57746479,3,2380283,dd56071f9889f13d1a84cc92be42deede4a156e8a9da171c513061ddb5ae5d82,c2b2de4fd9abd7b003b9b215d3e4bb700cadf3f6520b62ae125912cb122b3a08,cfd0c863acc2447cd87b5072291affd1e0881928ff8e0d54065414ab83bea691,1415.87003621,2
131554.31765058,89b677fe0e1db9a184122d027ee0cec9d770f7d56527194670da135b566353d9,183019.10638298,3,2380119,500eba4efb9987ebfd39dcac7b78838643c84cab0a6930931f103741d44d1a64,00e7de45790cc65fe9044f5f8f9e8247b7039f958f8071c0208ec859d4bb25e7,711aafe6e556cab4463fa55e5f388170481638216700760499b56acea54b1a46,51464.78873240,1
934.85290080,4eadeac5322b06186955329b60ed18c8fba3727b6842689ced7e1841b57ae371,92922.53521127,6,2380113,a27af8644888d9ed788b8706a7ebb6e73690006f9cce1e8579365ae888cffa12,2de78a97b874766040d9631a99334bce23082913bccca545e993324b0329e482,f94549f73b1ad84c4512d079ac5cdcb3e8d4dc269df480839601a9a5072182d4,91987.68231047,5
1.03694601,d820602a85928e0e52a465329d32b4f8b17d8540fa161d5fb012e8d60343d1d1,142.55319150,3,2380095,5b62cf1cc5536cd32f301ec6c57dec76cab2de1e3fdb00752fdb89ca21a52dd3,1dce9b7efd654d86ad2212fecc6ff5db7dd1fe91f668827103f56aeb6b017fdf,3575dd0af1d5baa3dcf91f14c21985f595f1ff53ca3f363afacc240f3749be8b,141.51624549,2
0.89086990,6449311cb54332bb4265caa6e018758fbfc0dd570a0a5472f22bcb9803f01047,1.55477032,3,2379739,8837d18a39d1c5d4dd4f5deefddf17e2f1ad8cad580a87e0a9c9d7f38706c66a,32251036ace871516ecb80253c0c7d32a61a325fa6d2edf623d79ae48d3b0189,85620e640de8b4d74ea4163f44a876ec8ebac5cdbdd7d73e4fd5b1ff2b731bd3,0.66390042,1
0.89086990,2eee5d9e7623c082d2b7b7510408638e3b2cf622a2aa1a9a06e2ab81a84b7e7d,1.55477032,9,2379739,8837d18a39d1c5d4dd4f5deefddf17e2f1ad8cad580a87e0a9c9d7f38706c66a,32251036ace871516ecb80253c0c7d32a61a325fa6d2edf623d79ae48d3b0189,85620e640de8b4d74ea4163f44a876ec8ebac5cdbdd7d73e4fd5b1ff2b731bd3,0.66390042,1
0.89086990,80755529e64a61cbebe2aa00710aa60c5e13f612256660cee225e29af9a4cae0,1.55477032,6,2379739,8837d18a39d1c5d4dd4f5deefddf17e2f1ad8cad580a87e0a9c9d7f38706c66a,32251036ace871516ecb80253c0c7d32a61a325fa6d2edf623d79ae48d3b0189,85620e640de8b4d74ea4163f44a876ec8ebac5cdbdd7d73e4fd5b1ff2b731bd3,0.66390042,1
1.03694601,dce2feaa1018e31d9c69af342ef12024c771e5f30e918945bc14295a12dbf17d,142.55319150,2,2379334,673894704908e7867a054910dc93d3cb68224fb4bd8e633b67ae2bea3ea99d95,bdfd9b942ca64e4bfe3adba7a0f58844b2acce4a0e2c8b792fe4db50e8a6b406,e16b8c3b3c0c06d58c559a0ee572ea73b2d78efd72be9d86c547e3472933d469,141.51624549,1
0.74223790,35c46913ab55d55fce7534a10aa0d2e3766bb0b0930caa72eeeca479af7eeec9,1.47402598,30,2378890,9627f7dfce3745841c33673cb384221dfe3fab4b72d02ab6e8dac6eaf3c0de95,cb9cb433612fd192d2874b1c7fdda2315b8d29601a941ca9f16f536634df3532,354d142acad127f5bb52c02923552758ecfe4d6c3e58cce10122d5874fcb0050,0.73178808,27
0.74223790,7de337fc3683c3bc7332dbec3905b9ec3054d4a1db0a3e7699ad2ae338f59967,1.47402598,28,2378890,9627f7dfce3745841c33673cb384221dfe3fab4b72d02ab6e8dac6eaf3c0de95,cb9cb433612fd192d2874b1c7fdda2315b8d29601a941ca9f16f536634df3532,354d142acad127f5bb52c02923552758ecfe4d6c3e58cce10122d5874fcb0050,0.73178808,27
0.74223790,35c46913ab55d55fce7534a10aa0d2e3766bb0b0930caa72eeeca479af7eeec9,1.47402598,30,2378890,9627f7dfce3745841c33673cb384221dfe3fab4b72d02ab6e8dac6eaf3c0de95,cb9cb433612fd192d2874b1c7fdda2315b8d29601a941ca9f16f536634df3532,975a7bae47b8856138e1cc82971fb97b8dd429c73df92cab72ecdc7486018b21,0.73178808,29
83.00491386,5e6c56ee26ac7d50333e56f63519566c2ef6f75eaff0f9fdd24bbebef0a8e1d1,185.58303887,2,2378688,25d5e4680343073ac49befb2ba7c5e7a91d95f1f6491db5b48cb0a4ddaa3134a,d015d223dcefcf4639f80507c62fd1e2075baaacd142c29399e8b48c6f498a4d,d141ca4e123542cb63bd87fe4fb722ba1f04390ebb5f4693668d0cc97f5f0891,102.57812501,1
13.70742890,4e51effa97e4df0cfff93d34acf70c2de8bf08ae58d973c0f9dfd88f1b8af76f,1429.57746479,5,2377584,62d1892ed3694485602fd6b106d306fa9ab7b0fc23d219978510158c627cfa2a,4cc5a4d8edf738f3a20d6c386aa345ec97c66ef7418910a99f12988a63e0d69e,e86c8544cf1a23719abd6a1066281e059b979643456fdbedee2c7df2c968e6f8,1415.87003589,4
3.01048421,71ba46bc94f11dc9bb9765d2017760665dad0286210244dc542c54c321bd1d9e,3.71378092,11,2377584,62d1892ed3694485602fd6b106d306fa9ab7b0fc23d219978510158c627cfa2a,4cc5a4d8edf738f3a20d6c386aa345ec97c66ef7418910a99f12988a63e0d69e,69d18e74b72720e0a4fc8e995c90c3a9f6f3bf282b249917c5e13698776822f0,0.70329671,9
83.00491386,4806ef7800377de03eff112c58a706e92b60e47e965df1c6b4bac6080c594118,185.58303887,2,2377402,172ea9293c6f1bd22a95e757ea75079e486866b22661c6d4e1418f3058210b2e,b90237c3037216deb7551b17e7596d9e142124f0c96d942bd55d2bc5fe31cb8a,8ce3f13a8b0b60c423158b596b308e47a6b9cd9b9e91e88c748d7f307af559e6,102.57812501,1
83.00491386,a979a0ebafc3c97476d9f5482ea941bddedb6b5728e5060ed385fe0084a86c8f,185.58303887,2,2377386,526157637c61f7d009ae863d04bdb8b0ba7e42d938b7c94d904307395e7d7337,8c76977aef8a7166922c7e59affb7adb4ad4945588743d860d411b05f0763b33,0726f3faca9d64ee07e688f4e3d6d2d3654ecb85a95189e3e19d561d4df01b9c,102.57812501,1
83.00491387,ccdb8cbcad8c981e5876f8c3e9803dca1a0ef673552f2caaac21dd5094309e74,185.58303887,2,2377383,27ad0f663e37c88051e46fc0695b094d6ce53cc42a59dbba5cf221265afa7daf,e9e4178e8912568b46482ccbcadc6542e9264257cde8b93756666c355bd63dab,dbb03f4d2d516724e3383dc895820c933cdf1b1e5692475590d58d3a12c12dce,102.57812500,1
83.00491388,efd70374414f8fa42bf37790eefa64db28928e1be3a0d5c3c4a89b045174e85e,185.58303888,2,2377382,0ee64fecb3d21a8162c92d371f412b98a00011f91ccebc5807bc9d3803db93cb,950403e0ad9e78930f918422ec97efc66c666cc65115e173257abfae84f3c3e0,c166d32533fcd1c52dbc7a34ce897c214aceecc1ab33079f53abfefdfea4eb6e,102.57812500,1
83.00491387,9287f85ffd382ef6a55d7bebcc97939e1162358bbd8c9d438157207dd10d92eb,185.58303887,3,2377379,1e71f43994b3cfe301fa031e1c94e451fcc4ac4cf30aa537826d84dbbed38db8,4854515b74fd5794de34e72579d748d73dd94552cce0b69cab85adac459f3c9e,1cccb88e6faf7029ba1284804a1dd3e24a58d548b53e2f7cf39b71a3f9b503da,102.57812500,2
83.00491388,71e60aa9e9e5703cff849bed56f43874dc36871d597ceaf21e93cc0bfdad5b8e,185.58303888,2,2377375,f322f6f6fc323f8201a352bdc7a8a29394c1f2d8df6d8d04659820f74d72f8b8,4e224646aaae87563cf90304977191b66878c0415776be691c69bc39abea8eea,bf76f528deaac8d9f2c1b6291dba8b74ac8a2c1015b16be2e9eca66a4f6a7acd,102.57812500,1
6576.54317579,9293ddcd1c68256be805a8c2246f9c3a17adc66dce2c3563138e3c414f6b48ab,14703.88692580,4,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,f4cdc72703597dd7379a1f62723eb5b4cba57e8c72782e28fe82f5cd5668b1e9,8127.34375001,3
6576.54317579,391a42d71c19ddfc13c03de2a13bb77d28573cc986f7549b67c30ffb289044e2,14703.88692580,6,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,f4cdc72703597dd7379a1f62723eb5b4cba57e8c72782e28fe82f5cd5668b1e9,8127.34375001,3
6576.54317579,391a42d71c19ddfc13c03de2a13bb77d28573cc986f7549b67c30ffb289044e2,14703.88692580,6,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,37e086faa0e835d21d9e9459c7404ba8a39836373f85e8634f9d6310659e950f,8127.34375001,5
6576.54317579,391a42d71c19ddfc13c03de2a13bb77d28573cc986f7549b67c30ffb289044e2,14703.88692580,6,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,6d88f7376d0a89f45961eb1f1fa0931a555c307402ea3ff6d69ce04a0d441269,8127.34375001,1
6576.54317579,b71c00c4a41c6e98c3e1ec49f424ecd7ebcd1bb8a2f182a581970c5d5c4313a7,14703.88692580,2,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,6d88f7376d0a89f45961eb1f1fa0931a555c307402ea3ff6d69ce04a0d441269,8127.34375001,1
6576.54317579,9293ddcd1c68256be805a8c2246f9c3a17adc66dce2c3563138e3c414f6b48ab,14703.88692580,4,2377149,c93a5ff1b9563f61fe68e5d8ce5b01c506b987799316153890f9592fcbe0e072,adcd6d1ea5b2b6addf1cf16678ebd2b623cc0d14bf2d32be62905e7924807e74,6d88f7376d0a89f45961eb1f1fa0931a555c307402ea3ff6d69ce04a0d441269,8127.34375001,1
1.03694601,e542bca26a2b1269f87c9084b3b502dd12bc40c9280a512ba6a21f7444a40ef3,142.55319150,3,2377070,f82d1d7a796f7547e2c6c383bbca0e062e154949c7a4fe605fcff92b4352f2b0,990eaf53329411197c1020a558d2a80b4af64ce167077a3e0f8cd85265cb7549,092dff14e73341a2b341a5451a672ede487d8760406f8077736c53ffa4c97dc5,141.51624549,2
3551.49476330,d9ce209e18d374089ea0f32816d835604811095783084bf92025696be29f3f35,95811.68831169,2,2377055,6ec239302bc4f2637601ec227ef21592b3f00b9acbfcbcc048146122dc909b80,a26a3691d3e84616bac3413c574025ec5aaa9ef7ead528e976d355cb89cf1ee2,371db2bfb3f232cc6dfb47630238d601fda1571bbd8fe0282fa574c1bb6ce47f,92260.19354839,1
8.87787213,f7a47ca85897bbc73deabb00cd121574cb362f3f4c0f2b66f021d690033dd5b3,9.58116884,12,2377055,6ec239302bc4f2637601ec227ef21592b3f00b9acbfcbcc048146122dc909b80,a26a3691d3e84616bac3413c574025ec5aaa9ef7ead528e976d355cb89cf1ee2,d63ff5c481e923dc2588efabb256c6ab62226cd6e61f63170e00e026b2d37ddf,0.70329671,3
8.87787213,255b86d6ca7ad05d9105703e9167c0b29adb3249c38390228fa61249c5506bca,9.58116884,13,2377055,6ec239302bc4f2637601ec227ef21592b3f00b9acbfcbcc048146122dc909b80,a26a3691d3e84616bac3413c574025ec5aaa9ef7ead528e976d355cb89cf1ee2,d63ff5c481e923dc2588efabb256c6ab62226cd6e61f63170e00e026b2d37ddf,0.70329671,3
8.87787213,206313903c22ee3d3a34cb7e5e4a31f61d4baeab95bcde468a796bf042302d80,9.58116884,11,2377055,6ec239302bc4f2637601ec227ef21592b3f00b9acbfcbcc048146122dc909b80,a26a3691d3e84616bac3413c574025ec5aaa9ef7ead528e976d355cb89cf1ee2,d63ff5c481e923dc2588efabb256c6ab62226cd6e61f63170e00e026b2d37ddf,0.70329671,3
6576.54317579,469b4281bec610f723b2b75324b5c75fc5b71dd593725458c00058e89f148668,14703.88692580,8,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,8374f7e7f3457153ce0d3fc3e48ed8260c35e9347def44f94982f4025841aaea,8127.34375001,5
6576.54317579,85b5d4c6d00075d8f5017e6ecf208dae8a8a1c89c66551a9ff73fc88dae8433b,14703.88692580,6,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,8374f7e7f3457153ce0d3fc3e48ed8260c35e9347def44f94982f4025841aaea,8127.34375001,5
6576.54317579,3a96777232aeee918bd82ef9218cb40b22364c4ab9ca8b4c390bd87f6f55e9be,14703.88692580,10,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,6c436fee8947871cdecbfc6ab81683d98e4aa72a9f643f5453b6b7e7a2b8fdf0,8127.34375001,7
6576.54317579,3a96777232aeee918bd82ef9218cb40b22364c4ab9ca8b4c390bd87f6f55e9be,14703.88692580,10,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,8374f7e7f3457153ce0d3fc3e48ed8260c35e9347def44f94982f4025841aaea,8127.34375001,5
2160.12874358,4995fad3cc25ab25017bd4b2678101235e3d0477ddf41ed7adec235b8438ceb2,214436.61971831,2,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,a6fe5643c7fd58f259fdaed2a6a207d8aa6dce5532955ae8e740a0d05e3af5b5,212276.49097473,1
6576.54317579,469b4281bec610f723b2b75324b5c75fc5b71dd593725458c00058e89f148668,14703.88692580,8,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,6c436fee8947871cdecbfc6ab81683d98e4aa72a9f643f5453b6b7e7a2b8fdf0,8127.34375001,7
6576.54317579,3a96777232aeee918bd82ef9218cb40b22364c4ab9ca8b4c390bd87f6f55e9be,14703.88692580,10,2377037,0b6dc9d2339a59e8cd3a62bee89b483c80c46c1b874fea26de485abfbe6fadea,29ea49701884b49649de3e35dc5d209689e8f912d210afd9c1c649f79abf16e2,a84e02a25ee0db81151a8884a4054f67dbcf5111cad2b724b4b55011eeb1034c,8127.34375001,9
72.99800200,11efc5a37ea47971dec32ac237df48172d4c6eb8a872290eee852e476959f150,73.70129871,11,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
2.98176823,860d584edb5a95d95bc011288ecf571a0d80f237e78234736a823ac138e43a26,3.68506494,17,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
2.98176823,13887193db8834d708c66139202e01d6b0b3a57326b3b78dcdae9299cc731a5d,3.68506494,18,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
8.58895682,f1fa84a01da4eae7f2521e10b4a26be4d3368e3d068c051b32846a7ba7d249fa,9.29225353,13,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
8.58895682,641c73fac85dc6ab07b71b01d38cdd68016fb5518a7166113200808eb4f29907,9.29225353,12,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
0.77243145,39df861aba8a91df0297d608d933c378a91203245923ca56d99706ab77e57fb8,1.47572816,20,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
2.98176823,7ca9ce69f9e1028be0d6a9747cbcb003d9ff05e30e6fec973b8678ab8e531ed7,3.68506494,19,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
6.68380007,7e552e9d46b17c3829184746543a15f04a4cc6647e79841af708e01ebef95c13,7.38709678,14,2377029,77c8568954fb9fad34b380173adb58ae6017043a50b0cbfe444e1cfdb6d3ca0a,e75c00e7799b65d5fbf64d63c44ebfcc7691a5e724c6335c91b85741878cb651,5d9ec02093f20cd97cd4a2247b37fea92f2c855fe1ede342a136ad1caa58431b,0.70329671,6
58.73040596,6b969b082f2856a8a0d6a41a6960552e351e6049384a0c9e9680085a99bdfee4,1429.57746479,9,2376971,b4ebe2023fd042db4676c1705b2e7b5f19c3b96300d0777b3614d16743b50532,43665123821d6e15de2829a87dd3e2b07b86303083935cc1c164d7f5885d299b,89c457a8bd5608e47e7be7a5be2e6969e99c817e01d137beb45e151195f9c40c,1370.84705883,6
63.13880690,99912bf5c68ae519a681ffa6564f0bad3df45f4a80a11e35232fdd0565b72c1b,1433.98586573,8,2376971,b4ebe2023fd042db4676c1705b2e7b5f19c3b96300d0777b3614d16743b50532,43665123821d6e15de2829a87dd3e2b07b86303083935cc1c164d7f5885d299b,89c457a8bd5608e47e7be7a5be2e6969e99c817e01d137beb45e151195f9c40c,1370.84705883,6
19920.44094958,78f846b2a62a4025ee889fbba96fe1a659ae687a0ee00386ff85e219832727b0,71385.22968198,6,2376955,8c6f45c6211ef1cd4660f6dd8f71928329796c3465119d73db4154a5ae46d83b,39418fbabc12f42fc817e2330ce113a5c4fd72cdb97c721d74fac45f5fca2409,c689ed50bd723794afb5b4a0ffef96ce46b92f5a511f6b01f368ca7b485f2b79,51464.78873240,4
